UtteranceDataType,utterance,intent,agent_id,background_skill_id
GOLDEN_SET,when does bar open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does lounge open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel bar open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel pub open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel tavern open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does tavern open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does pub open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does restaurant open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does dining open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does chophouse open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does canteen open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does bistro open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does diner open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does grill open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel restaurant open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel chophouse open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel canteen open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel bistro open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel diner open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel grill open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does gym open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does fitness center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel fitness center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does fitness open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does workout center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does weight room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does workout room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does treadmills open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does weights open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does weight lifting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel weight room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel workout center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel workout room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel gym open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel weight lifting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does ballroom open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does ball room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel ballroom open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does hotel ball room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does concierge open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does front desk open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does day spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does health club open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does health spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the sauna open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the steam bath open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the steam room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the cafe open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the coffee shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel cafe open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the swimming pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the pools open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the swimming bath open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the swimming hole open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the swimmers pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel swimming pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel pools open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel swimming bath open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel swimming hole open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel swimmers pool open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the business open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the business center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the business room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the copy room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the printer room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel business room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel business center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel copy room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel printer room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the conference open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the conference room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the conferencing center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the meeting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel conferencing center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel conference center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel meeting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the souvenir shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the marketplace open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the market place open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the gift shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel shopping center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel souvenir shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel gift shop open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the bar open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the lounge open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel bar open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel pub open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel tavern open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the tavern open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the pub open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the restaurant open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the dining open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the chophouse open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the canteen open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the bistro open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the diner open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the grill open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel restaurant open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel chophouse open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel canteen open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel bistro open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel diner open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel grill open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the gym open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the fitness center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel fitness center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the fitness open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the workout center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the weight room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the workout room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the treadmills open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the weights open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the weight lifting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel weight room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel workout center open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel workout room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel gym open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel weight lifting room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the ballroom open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the ball room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel ballroom open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the hotel ball room open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the concierge open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the front desk open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the day spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the health club open,PropertyFeatureOperatingHours,,
GOLDEN_SET,when does the health spa open,PropertyFeatureOperatingHours,,
GOLDEN_SET,can i get housekeeping service,RoomCleaningRequest,,
GOLDEN_SET,can i get housekeepers service,RoomCleaningRequest,,
GOLDEN_SET,can i get cleaners service,RoomCleaningRequest,,
GOLDEN_SET,can i get maid service,RoomCleaningRequest,,
GOLDEN_SET,can i get housekeeper service,RoomCleaningRequest,,
GOLDEN_SET,can i get cleaner service,RoomCleaningRequest,,
GOLDEN_SET,can i get make up room service,RoomCleaningRequest,,
GOLDEN_SET,can i get my room cleaned service,RoomCleaningRequest,,
GOLDEN_SET,can i get clean my room service,RoomCleaningRequest,,
GOLDEN_SET,clean my room,RoomCleaningRequest,,
GOLDEN_SET,can i get room cleaning service,RoomCleaningRequest,,
GOLDEN_SET,can i get housekeeping,RoomCleaningRequest,,
GOLDEN_SET,can i get housekeepers,RoomCleaningRequest,,
GOLDEN_SET,can i get cleaners,RoomCleaningRequest,,
GOLDEN_SET,can i get maid,RoomCleaningRequest,,
GOLDEN_SET,can i get housekeeper,RoomCleaningRequest,,
GOLDEN_SET,can i get cleaner,RoomCleaningRequest,,
GOLDEN_SET,can i get make up room,RoomCleaningRequest,,
GOLDEN_SET,can i get my room cleaned,RoomCleaningRequest,,
GOLDEN_SET,can i get clean my room,RoomCleaningRequest,,
GOLDEN_SET,can i get room cleaning,RoomCleaningRequest,,
GOLDEN_SET,send housekeeping,RoomCleaningRequest,,
GOLDEN_SET,send housekeepers,RoomCleaningRequest,,
GOLDEN_SET,send cleaners,RoomCleaningRequest,,
GOLDEN_SET,send maid,RoomCleaningRequest,,
GOLDEN_SET,send housekeeper,RoomCleaningRequest,,
GOLDEN_SET,send cleaner,RoomCleaningRequest,,
GOLDEN_SET,send make up room,RoomCleaningRequest,,
GOLDEN_SET,send my room cleaned,RoomCleaningRequest,,
GOLDEN_SET,send clean my room,RoomCleaningRequest,,
GOLDEN_SET,send room cleaning,RoomCleaningRequest,,
GOLDEN_SET,how much is my bill,BillingInformation,,
GOLDEN_SET,i want a soda,InRoomFoodRequest,,
GOLDEN_SET,i want a sprite,InRoomFoodRequest,,
GOLDEN_SET,i want a coke,InRoomFoodRequest,,
GOLDEN_SET,i want a pepsi,InRoomFoodRequest,,
GOLDEN_SET,i want a pop,InRoomFoodRequest,,
GOLDEN_SET,order a cheese pizza,InRoomFoodRequest,,
GOLDEN_SET,i want a pizza,InRoomFoodRequest,,
GOLDEN_SET,i want a pizzas,InRoomFoodRequest,,
GOLDEN_SET,i want a burger,InRoomFoodRequest,,
GOLDEN_SET,i want a burgers,InRoomFoodRequest,,
GOLDEN_SET,i want a coffee,InRoomFoodRequest,,
GOLDEN_SET,i want a iced latte,InRoomFoodRequest,,
GOLDEN_SET,i want a latte,InRoomFoodRequest,,
GOLDEN_SET,i want a americano,InRoomFoodRequest,,
GOLDEN_SET,i want a cup of coffee,InRoomFoodRequest,,
GOLDEN_SET,i want a tea,InRoomFoodRequest,,
GOLDEN_SET,i want a hot tea,InRoomFoodRequest,,
GOLDEN_SET,i want a iced tea,InRoomFoodRequest,,
GOLDEN_SET,i want a cup of tea,InRoomFoodRequest,,
GOLDEN_SET,i want a wine,InRoomFoodRequest,,
GOLDEN_SET,i want a bottle of wine,InRoomFoodRequest,,
GOLDEN_SET,i want a soup,InRoomFoodRequest,,
GOLDEN_SET,i want a bowl of soup,InRoomFoodRequest,,
GOLDEN_SET,i want a salad,InRoomFoodRequest,,
GOLDEN_SET,i want a sandwich,InRoomFoodRequest,,
GOLDEN_SET,i want a sandwiches,InRoomFoodRequest,,
GOLDEN_SET,can i get soda,InRoomFoodRequest,,
GOLDEN_SET,can i get sprite,InRoomFoodRequest,,
GOLDEN_SET,can i get coke,InRoomFoodRequest,,
GOLDEN_SET,can i get pepsi,InRoomFoodRequest,,
GOLDEN_SET,can i get pop,InRoomFoodRequest,,
GOLDEN_SET,can i get pizza,InRoomFoodRequest,,
GOLDEN_SET,can i get pizzas,InRoomFoodRequest,,
GOLDEN_SET,can i get burger,InRoomFoodRequest,,
GOLDEN_SET,can i get burgers,InRoomFoodRequest,,
GOLDEN_SET,can i get coffee,InRoomFoodRequest,,
GOLDEN_SET,can i get iced latte,InRoomFoodRequest,,
GOLDEN_SET,can i get latte,InRoomFoodRequest,,
GOLDEN_SET,can i get americano,InRoomFoodRequest,,
GOLDEN_SET,can i get cup of coffee,InRoomFoodRequest,,
GOLDEN_SET,can i get tea,InRoomFoodRequest,,
GOLDEN_SET,can i get hot tea,InRoomFoodRequest,,
GOLDEN_SET,can i get iced tea,InRoomFoodRequest,,
GOLDEN_SET,can i get cup of tea,InRoomFoodRequest,,
GOLDEN_SET,can i get wine,InRoomFoodRequest,,
GOLDEN_SET,can i get bottle of wine,InRoomFoodRequest,,
GOLDEN_SET,can i get soup,InRoomFoodRequest,,
GOLDEN_SET,can i get bowl of soup,InRoomFoodRequest,,
GOLDEN_SET,can i get salad,InRoomFoodRequest,,
GOLDEN_SET,can i get sandwich,InRoomFoodRequest,,
GOLDEN_SET,can i get sandwiches,InRoomFoodRequest,,
GOLDEN_SET,i would like soda,InRoomFoodRequest,,
GOLDEN_SET,i would like sprite,InRoomFoodRequest,,
GOLDEN_SET,i would like coke,InRoomFoodRequest,,
GOLDEN_SET,i would like pepsi,InRoomFoodRequest,,
GOLDEN_SET,i would like pop,InRoomFoodRequest,,
GOLDEN_SET,i would like pizza,InRoomFoodRequest,,
GOLDEN_SET,i would like pizzas,InRoomFoodRequest,,
GOLDEN_SET,i would like burger,InRoomFoodRequest,,
GOLDEN_SET,i would like burgers,InRoomFoodRequest,,
GOLDEN_SET,i would like coffee,InRoomFoodRequest,,
GOLDEN_SET,i would like iced latte,InRoomFoodRequest,,
GOLDEN_SET,i would like latte,InRoomFoodRequest,,
GOLDEN_SET,i would like americano,InRoomFoodRequest,,
GOLDEN_SET,i would like cup of coffee,InRoomFoodRequest,,
GOLDEN_SET,i would like tea,InRoomFoodRequest,,
GOLDEN_SET,i would like hot tea,InRoomFoodRequest,,
GOLDEN_SET,i would like iced tea,InRoomFoodRequest,,
GOLDEN_SET,i would like cup of tea,InRoomFoodRequest,,
GOLDEN_SET,i would like wine,InRoomFoodRequest,,
GOLDEN_SET,i would like bottle of wine,InRoomFoodRequest,,
GOLDEN_SET,i would like soup,InRoomFoodRequest,,
GOLDEN_SET,i would like bowl of soup,InRoomFoodRequest,,
GOLDEN_SET,i would like salad,InRoomFoodRequest,,
GOLDEN_SET,i would like sandwich,InRoomFoodRequest,,
GOLDEN_SET,i would like sandwiches,InRoomFoodRequest,,
GOLDEN_SET,send me soda,InRoomFoodRequest,,
GOLDEN_SET,send me sprite,InRoomFoodRequest,,
GOLDEN_SET,send me coke,InRoomFoodRequest,,
GOLDEN_SET,send me pepsi,InRoomFoodRequest,,
GOLDEN_SET,send me pop,InRoomFoodRequest,,
GOLDEN_SET,send me pizza,InRoomFoodRequest,,
GOLDEN_SET,send me pizzas,InRoomFoodRequest,,
GOLDEN_SET,send me burger,InRoomFoodRequest,,
GOLDEN_SET,send me burgers,InRoomFoodRequest,,
GOLDEN_SET,send me coffee,InRoomFoodRequest,,
GOLDEN_SET,send me iced latte,InRoomFoodRequest,,
GOLDEN_SET,send me latte,InRoomFoodRequest,,
GOLDEN_SET,send me americano,InRoomFoodRequest,,
GOLDEN_SET,send me cup of coffee,InRoomFoodRequest,,
GOLDEN_SET,send me tea,InRoomFoodRequest,,
GOLDEN_SET,send me hot tea,InRoomFoodRequest,,
GOLDEN_SET,send me iced tea,InRoomFoodRequest,,
GOLDEN_SET,send me cup of tea,InRoomFoodRequest,,
GOLDEN_SET,send me wine,InRoomFoodRequest,,
GOLDEN_SET,send me bottle of wine,InRoomFoodRequest,,
GOLDEN_SET,send me soup,InRoomFoodRequest,,
GOLDEN_SET,send me bowl of soup,InRoomFoodRequest,,
GOLDEN_SET,send me salad,InRoomFoodRequest,,
GOLDEN_SET,send me sandwich,InRoomFoodRequest,,
GOLDEN_SET,send me sandwiches,InRoomFoodRequest,,
GOLDEN_SET,can i know wifi password,WifiAccessQA,,
GOLDEN_SET,can i know wi fi password,WifiAccessQA,,
GOLDEN_SET,can i know wifi password,WifiAccessQA,,
GOLDEN_SET,give me wifi password,WifiAccessQA,,
GOLDEN_SET,give me wi fi password,WifiAccessQA,,
GOLDEN_SET,give me wifi password,WifiAccessQA,,
GOLDEN_SET,tell me wifi password,WifiAccessQA,,
GOLDEN_SET,tell me wi fi password,WifiAccessQA,,
GOLDEN_SET,tell me wifi password,WifiAccessQA,,
GOLDEN_SET,tell me wifi access,WifiAccessQA,,
GOLDEN_SET,tell me wi fi access,WifiAccessQA,,
GOLDEN_SET,tell me wifi access,WifiAccessQA,,
GOLDEN_SET,give me wifi code,WifiAccessQA,,
GOLDEN_SET,give me wi fi code,WifiAccessQA,,
GOLDEN_SET,give me wifi code,WifiAccessQA,,
GOLDEN_SET,give me wifi access,WifiAccessQA,,
GOLDEN_SET,give me wi fi access,WifiAccessQA,,
GOLDEN_SET,give me wifi access,WifiAccessQA,,
GOLDEN_SET,please call housekeeping,RoomCleaningRequest,,
GOLDEN_SET,please call housekeepers,RoomCleaningRequest,,
GOLDEN_SET,please call cleaners,RoomCleaningRequest,,
GOLDEN_SET,please call maid,RoomCleaningRequest,,
GOLDEN_SET,please call housekeeper,RoomCleaningRequest,,
GOLDEN_SET,please call cleaner,RoomCleaningRequest,,
GOLDEN_SET,please call make up room,RoomCleaningRequest,,
GOLDEN_SET,please call my room cleaned,RoomCleaningRequest,,
GOLDEN_SET,please call clean my room,RoomCleaningRequest,,
GOLDEN_SET,please call room cleaning,RoomCleaningRequest,,
GOLDEN_SET,what time is checkout,CheckoutTime,,
GOLDEN_SET,I am done with the room,RoomTurnOverIntent,,
GOLDEN_SET,the room is cleaned,RoomTurnOverIntent,,
GOLDEN_SET,this room is turned over,RoomTurnOverIntent,,
GOLDEN_SET,I have cleaned the room,RoomTurnOverIntent,,
GOLDEN_SET,"the room is clean ",RoomTurnOverIntent,,
